project;class;method;merge commit;index;ANALYSIS;TOOL;VAL_ORIGINAL_TOOL;VAL_ORIGINAL_SPARK;VAL_FINAL_TOOL;VAL_FINAL_SPARK;DIVERGENT
openpnp;org.openpnp.machine.reference.vision.ReferenceBottomVision;findOffsetsPostRotate(Part, BoardLocation, Location, Nozzle, Camera, PartSettings);db3203525ab5fe997c4cf7f90dce74d9d5c74943;827;ioa;VTA;TRUE;TRUE;TRUE;TRUE;False
openpnp;org.openpnp.machine.reference.ReferenceNozzle;unloadNozzleTip();b9a1c67ca2321c1d4a943a562985767d9b34b6a9;828;ioa;VTA;FALSE;FALSE;FALSE;FALSE;False
openpnp;org.openpnp.machine.reference.ReferenceNozzle;loadNozzleTip(NozzleTip);b9a1c67ca2321c1d4a943a562985767d9b34b6a9;829;ioa;VTA;FALSE;FALSE;FALSE;FALSE;False
openpnp;org.openpnp.machine.reference.vision.ReferenceBottomVision;findOffsets(Part, BoardLocation, Location, Nozzle);b62c0ce8269e73c38ef5215d02d264586a1ab399;830;ioa;VTA;FALSE;FALSE;FALSE;FALSE;False
openpnp;org.openpnp.gui.PartsPanel;PartsPanel(Configuration, Frame);0713b6c46487e92a89d68780a39282cce8446abd;831;ioa;VTA;TRUE;TRUE;TRUE;TRUE;False
openpnp;org.openpnp.machine.reference.feeder.ReferenceLoosePartFeeder;getPickLocation(Camera);3bce6e43e27344d6140fe166b5322cfa77844280;832;ioa;VTA;FALSE;TRUE;FALSE;TRUE;True
openpnp;org.openpnp.gui.MainFrame;registerBoardImporters();d1778a6820a095395d408955ba274ebdefe546e2;833;ioa;VTA;TRUE;TRUE;TRUE;TRUE;False
openpnp;org.openpnp.gui.JobPanel;JobPanel(Configuration, MainFrame, MachineControlsPanel);99835c7c58242d6b0cdfba3211ed2f60169fdda7;834;ioa;VTA;FALSE;FALSE;FALSE;FALSE;False
liquibase;liquibase.util.LiquibaseUtil;getBuildInfo(String);47869406413cd360b95a15a0022c9dfc59a1637c;835;ioa;VTA;FALSE;FALSE;FALSE;FALSE;False
liquibase;liquibase.change.ColumnConfig;ColumnConfig(Column);9ae2b572c79ff0273f1dfb2f867148e74dfebb98;836;ioa;VTA;TRUE;FALSE;TRUE;FALSE;True
yawp;io.yawp.servlet.EndpointServlet;execute(RequestContext);918dcec5fbd9a540c7c2cb692da4499f2b4944aa;837;ioa;VTA;FALSE;FALSE;FALSE;FALSE;False
yawp;io.yawp.repository.EndpointScanner;scanActions();439805c48da9c75b88197706a222ae6c15c5f6c0;838;ioa;VTA;FALSE;FALSE;FALSE;FALSE;False
jdeb;org.vafer.jdeb.maven.DebMojo;execute();de300005f033a22b2c6424745628cbbc1f7cb509;839;ioa;VTA;FALSE;FALSE;FALSE;FALSE;False
jdeb;org.vafer.jdeb.DataBuilder;buildData(Collection<DataProducer>, File, StringBuilder, Compression);114dfe4331fb79230632ec54ba8155ec149431c3;840;ioa;VTA;FALSE;FALSE;FALSE;FALSE;False
jdeb;org.vafer.jdeb.ControlBuilder;buildControl(BinaryPackageControlFile, File[], StringBuilder, File);f5a3be7ac1c646b94e9c197d12061cb33d2fa32e;841;ioa;VTA;TRUE;TRUE;TRUE;TRUE;False
jdeb;org.vafer.jdeb.maven.DebMojo;execute();f5a3be7ac1c646b94e9c197d12061cb33d2fa32e;842;ioa;VTA;TRUE;FALSE;TRUE;FALSE;True
jbox2d;org.jbox2d.dynamics.World;drawDebugData();5a40771b28f6c00ce08620d3fe88bb27ceb8687b;843;ioa;VTA;FALSE;FALSE;FALSE;FALSE;False
ohc;org.caffinitas.ohc.chunked.OHCacheChunkedImpl;OHCacheChunkedImpl(OHCacheBuilder<K,V>);cf706bb89ebae023432c2bbd949266bfd68401e8;844;ioa;VTA;TRUE;TRUE;TRUE;TRUE;False
jbox2d;org.jbox2d.common.Sweep;advance(float);6c7d53a0ccf1fe88f0cd1debaf7389b52810e14d;845;ioa;VTA;TRUE;TRUE;TRUE;TRUE;False
versioneye_maven_plugin;com.versioneye.SuperMojo;fetchProjectId();fdaaa77a460d09c61bd2b8448f9debc6200e840e;846;ioa;VTA;FALSE;FALSE;FALSE;FALSE;False
nibiru;io.teknek.nibiru.cli.Cli;main(String[]);bb6150cffd19a67941797bb3a08739c24879fb3c;847;ioa;VTA;FALSE;FALSE;FALSE;FALSE;False
jcabi-jdbc;com.jcabi.jdbc.SingleOutcome;fetch(ResultSet);6105fbc436b41aaaf6e4be6ecbf86c253de7b9f6;848;ioa;VTA;FALSE;FALSE;FALSE;FALSE;False
jcabi-jdbc;com.jcabi.jdbc.PrepareArgs;prepare(PreparedStatement);6105fbc436b41aaaf6e4be6ecbf86c253de7b9f6;849;ioa;VTA;TRUE;TRUE;TRUE;TRUE;False
jcabi-jdbc;com.jcabi.jdbc.ColumnOutcome;fetch(ResultSet);6105fbc436b41aaaf6e4be6ecbf86c253de7b9f6;850;ioa;VTA;FALSE;FALSE;FALSE;FALSE;False
jcabi-jdbc;com.jcabi.jdbc.SingleOutcome;fetch(ResultSet);40e95d792465ff63e698273a475a8b256cf11a5b;851;ioa;VTA;FALSE;FALSE;FALSE;FALSE;False
jcabi-jdbc;com.jcabi.jdbc.PrepareArgs;prepare(PreparedStatement);40e95d792465ff63e698273a475a8b256cf11a5b;852;ioa;VTA;TRUE;TRUE;TRUE;TRUE;False
jcabi-jdbc;com.jcabi.jdbc.ColumnOutcome;fetch(ResultSet);40e95d792465ff63e698273a475a8b256cf11a5b;853;ioa;VTA;FALSE;FALSE;FALSE;FALSE;False
frontend-maven-plugin;com.github.eirslett.maven.plugins.frontend.lib.NodeAndNPMInstaller;installNpm();ac09c66c0c6aad3066a206b91c302c695ac9d80f;854;ioa;VTA;FALSE;FALSE;FALSE;FALSE;False
frontend-maven-plugin;com.github.eirslett.maven.plugins.frontend.mojo.NpmMojo;execute();377ca86b211717379c03f0830ff4ddd1dc8e4c20;855;ioa;VTA;FALSE;FALSE;FALSE;FALSE;False
jcabi-http;com.jcabi.http.mock.GrizzlyQuery;GrizzlyQuery(GrizzlyRequest);b33d320e5a794ad393369a0c141a3afbc1ff53e4;856;ioa;VTA;FALSE;FALSE;FALSE;FALSE;False
jcabi-http;com.jcabi.http.wire.BasicAuthWire;send(Request, String, String, Collection<Map.Entry<String,String>>, byte[]);b33d320e5a794ad393369a0c141a3afbc1ff53e4;857;ioa;VTA;FALSE;FALSE;FALSE;FALSE;False
jcabi-http;com.jcabi.http.request.DefaultResponse;body();b33d320e5a794ad393369a0c141a3afbc1ff53e4;858;ioa;VTA;TRUE;FALSE;TRUE;FALSE;True
uglifyjs-maven-plugin;net.tqh.plugins.UglifyMojo;execute();c77d67ab1de02ab8fca05ea264d59a50ef71cbcf;859;ioa;VTA;FALSE;FALSE;FALSE;FALSE;False
consumer-dispatcher;com.thenetcircle.comsumerdispatcher.job.JobExecutor;run();ad52e52884dde01fb2762e25e77fcd8db77ab84f;860;ioa;VTA;FALSE;FALSE;FALSE;FALSE;False
libpam4j;org.jvnet.libpam.PAM;PAM(String);43d35c217451951500d0cb1246602c42494f7a28;861;ioa;VTA;FALSE;FALSE;FALSE;FALSE;False
jcabi-github;com.jcabi.github.mock.MkGit;commits();70a85681b5440ecdadd24e346039ddebc81e965d;862;ioa;VTA;TRUE;TRUE;TRUE;TRUE;False
mclauncher-api;sk.tomsik68.mclauncher.impl.versions.mcdownload.MCDResourcesInstaller;downloadAssetList(AssetIndex, IProgressMonitor);18b42d87e39be1a3bd4f51f5828aa7db54dd6e11;864;ioa;VTA;TRUE;FALSE;TRUE;FALSE;True
jcliff;com.redhat.jcliff.Main;main(String[]);206c63ba6f86b656ddf71caa32068a1f6c88b182;865;ioa;VTA;FALSE;FALSE;FALSE;FALSE;False
couchdb-lucene;com.github.rnewson.couchdb.lucene.couchdb.ViewSettings;ViewSettings(String, String, String, String, ViewSettings);a26642d5ab84f52d51eca92ce9ee594420eb719e;866;ioa;VTA;TRUE;TRUE;TRUE;TRUE;False
couchdb-lucene;com.github.rnewson.couchdb.lucene.DatabaseIndexer;search(HttpServletRequest, HttpServletResponse);a26642d5ab84f52d51eca92ce9ee594420eb719e;867;ioa;VTA;TRUE;TRUE;TRUE;TRUE;False
couchdb-lucene;org.apache.couchdb.lucene.SearchRequest;execute(IndexSearcher);14123029dc4281316d0200eeb64a55049fd21601;868;ioa;VTA;FALSE;FALSE;FALSE;FALSE;False
couchdb-lucene;org.apache.couchdb.lucene.Index;updateIndex();4e2de1bc8af38c12b594469eafc887060d1ae136;869;ioa;VTA;FALSE;FALSE;FALSE;FALSE;False
javacpp;org.bytedeco.javacpp.tools.Builder;generateAndCompile(Class[], String);5944112bb41dbeba870a2bcfe190a7ca369c2cda;870;ioa;VTA;TRUE;TRUE;TRUE;TRUE;False
javacpp;org.bytedeco.javacpp.tools.Parser;parse(File, String[], Class);4b738fa5c21984e5828f75c270ae17dab9c81b69;871;ioa;VTA;FALSE;FALSE;FALSE;FALSE;False
javacpp;org.bytedeco.javacpp.tools.Parser;declarator(Context, String, int, boolean, int, boolean, boolean);6e982f7faf50f8b18b2ccbe2affd84f0dbd77ea3;873;ioa;VTA;FALSE;FALSE;FALSE;FALSE;False
moquette;io.moquette.spi.impl.ProtocolProcessor;processSubscribe(Channel, SubscribeMessage);3085ee54d8ec8ff1fdce167c698af7064fc3052f;874;ioa;VTA;TRUE;TRUE;TRUE;TRUE;False
yoga;org.skyscreamer.yoga.mapper.ResultTraverser;traverseChild(HttpServletResponse, Selector, HierarchicalModel, PropertyDescriptor, Object, String);6ded402d219f4be75d040cb7c5ea0a670af3eb57;878;ioa;VTA;FALSE;FALSE;FALSE;FALSE;False
yoga;org.skyscreamer.yoga.mapper.ResultTraverser;traverse(Object, Selector, HierarchicalModel, String, HttpServletResponse);6ded402d219f4be75d040cb7c5ea0a670af3eb57;879;ioa;VTA;FALSE;FALSE;FALSE;FALSE;False
jcabi-github;com.jcabi.github.RtReleases;RtReleases(Request, Repo);b753098546c4fce159d88e863277216c3ec2e845;880;ioa;VTA;TRUE;TRUE;TRUE;TRUE;False
github-api;org.kohsuke.github.GitHubBuilder;fromCredentials();225383464a5d2823a28d5eca9d364d9fdc803e73;881;ioa;VTA;TRUE;TRUE;TRUE;TRUE;False
yoga;org.skyscreamer.yoga.mapper.ResultTraverser;traverseIterable(Selector, HierarchicalModel, PropertyDescriptor, Iterable<?>);0d9855e43e4a1d3fff08df4c688cc9eab58da338;882;ioa;VTA;FALSE;FALSE;FALSE;FALSE;False
hazeltask;com.succinctllc.hazelcast.work.executor.DistributedExecutorService;doExecute(HazelcastWork, boolean);9f9809f46cd73b80f333774d552565e5ca89f302;885;ioa;VTA;FALSE;FALSE;FALSE;FALSE;False
atom-hopper;org.atomhopper.AtomHopperServlet;createProvider();5addacd45fc6c2c434d877a5a15f78af9c7674be;886;ioa;VTA;TRUE;TRUE;TRUE;TRUE;False
galen;net.mindengine.galen.validation.specs.SpecValidationComponent;check(PageValidation, String, SpecComponent);ac103adc6ff68969627d7df20590a8177c24af19;887;ioa;VTA;TRUE;TRUE;TRUE;TRUE;False
galen;net.mindengine.galen.suite.actions.GalenPageActionCheck;execute(TestReport, Browser, GalenPageTest, ValidationListener);ac103adc6ff68969627d7df20590a8177c24af19;888;ioa;VTA;TRUE;TRUE;TRUE;TRUE;False
getdown;com.threerings.getdown.launcher.ProxyUtil;autoDetectProxy(Application);f087863098a6bc43551643f94cbe1893348773e6;889;ioa;VTA;FALSE;FALSE;FALSE;FALSE;False
getdown;com.threerings.getdown.data.Application;init(boolean);18d449166c11133997bbb914db0c4c480edff8c5;890;ioa;VTA;FALSE;FALSE;FALSE;FALSE;False
getdown;com.threerings.getdown.launcher.Getdown;getdown();f4679b4a369f4eb354583be916cd15df69faad9d;891;ioa;VTA;TRUE;TRUE;TRUE;TRUE;False
getdown;com.threerings.getdown.data.Application;init(boolean);f4679b4a369f4eb354583be916cd15df69faad9d;892;ioa;VTA;FALSE;FALSE;FALSE;FALSE;False
getdown;com.threerings.getdown.data.EnvConfig;create(String[], List<Note>);0bd22aaacca0e463c074d40e48dc7df6e3035a7a;893;ioa;VTA;FALSE;FALSE;FALSE;FALSE;False
rabbitmq-flume-plugin;com.aweber.flume.source.rabbitmq.Consumer;run();710a5fb3b85f30fc1992e135ee8b303591aa6bce;894;ioa;VTA;FALSE;FALSE;FALSE;FALSE;False
rabbitmq-flume-plugin;com.aweber.flume.source.rabbitmq.Consumer;buildHeaders(AMQP.BasicProperties);ed70b2c5c33b52017f2528a587894c01be750ed7;895;ioa;VTA;TRUE;TRUE;TRUE;TRUE;False
garbagecat;org.eclipselabs.garbagecat.service.GcManager;preprocess(File, Date);4af1d9c4fc71246add443b99af9cc47e5464aa89;896;ioa;VTA;TRUE;TRUE;TRUE;TRUE;False
casperjs-runner-maven-plugin;com.github.linsolas.casperjsrunner.CasperJSRunnerMojo;executeScript(File);98fccc0f940917225388733e66237404f374cdfc;897;ioa;VTA;TRUE;TRUE;TRUE;TRUE;False
casperjs-runner-maven-plugin;com.github.linsolas.casperjsrunner.CasperJSRunnerMojo;init();98fccc0f940917225388733e66237404f374cdfc;898;ioa;VTA;FALSE;FALSE;FALSE;FALSE;False
elasticsearch-cassandra-river;com.blu.es.cassandra.CassandraRiver;CassandraRiver(RiverName, RiverSettings, Client);9c15eaf6e745dc4d0e65458a4f60e43e0d5726d2;899;ioa;VTA;TRUE;TRUE;TRUE;TRUE;False
hdfs2cass;com.spotify.hdfs2cass.cassandra.cql.CrunchCqlBulkRecordWriter;close();d9ccc2bac7fe1bbb5a690b6a95ab80eac4e0fa36;900;ioa;VTA;TRUE;TRUE;TRUE;TRUE;False
resty-gwt;org.fusesource.restygwt.rebind.DirectRestServiceInterfaceClassCreator;getMethodCallback(JMethod);867b917c43c32acbdcac55767e7f04334006c866;901;ioa;VTA;TRUE;TRUE;TRUE;TRUE;False
gelfj;org.graylog2.GelfMessage;toDatagrams();f57a572d8c372b60afde1f1f300fdb93e3d1a194;902;ioa;VTA;TRUE;TRUE;TRUE;TRUE;False
gelfj;org.graylog2.log.GelfAppender;activateOptions();f57a572d8c372b60afde1f1f300fdb93e3d1a194;904;ioa;VTA;TRUE;TRUE;TRUE;TRUE;False
nailgun;com.martiansoftware.nailgun.NGSession;run();7f1e1bc712bec6ad375f7d0e6cdc46323126b448;908;ioa;VTA;FALSE;FALSE;FALSE;FALSE;False
quickfixj;quickfix.mina.initiator.AbstractSocketInitiator;createInitiator(Session, boolean);f4ed6a1a1b6ddc9db7bee5ad5368116210f8f0b8;909;ioa;VTA;TRUE;FALSE;TRUE;FALSE;True
samskivert;com.samskivert.jdbc.BaseLiaison;lastInsertedId(Connection, Statement, String, String);d870dd2fac79ec07a7e9143cda4efe41fd3e66d4;910;ioa;VTA;FALSE;FALSE;FALSE;FALSE;False
nfctools;org.nfctools.ndef.ext.ExternalTypeEncoder;encodeRecord(Record, NdefMessageEncoder);15659385c0127435a9d7ed840ff8f444d3d63053;911;ioa;VTA;FALSE;FALSE;FALSE;FALSE;False
nfctools;org.nfctools.ndef.NdefRecordEncoder;NdefRecordEncoder();15659385c0127435a9d7ed840ff8f444d3d63053;912;ioa;VTA;TRUE;TRUE;TRUE;TRUE;False
titokone;fi.helsinki.cs.titokone.Compiler;parseLine(String);b4ac484b6a1a0484bc131e305cb531835efe9aa0;914;ioa;VTA;TRUE;FALSE;TRUE;FALSE;True
titokone;fi.helsinki.cs.titokone.GUI;centerToLine(int, short);be02026b3d94278be9f282364f41af4058b061f5;915;ioa;VTA;FALSE;FALSE;FALSE;FALSE;False
rultor;com.rultor.agents.github.StartsTalks;execute(Talks);a23a45f3c2cd9acbb9b8d69d4ec0ebaa09b68cc0;916;ioa;VTA;FALSE;FALSE;FALSE;FALSE;False
aeolus;storm.lrb.LRBTopology;LRBTopology(String, List<String>, int, int, int, int, int, IRichSpout, StopWatch, boolean, String, String);85127f4c5b94cc63493a78baf3bcb0f703a4bca5;917;ioa;VTA;TRUE;TRUE;TRUE;TRUE;False
embedded-jmxtrans;org.jmxtrans.embedded.output.CopperEggWriter;write(Iterable<QueryResult>);2266cfcadd9491cea8c5eea1d7c08116ce35471d;918;ioa;VTA;FALSE;FALSE;FALSE;FALSE;False
config-magic;org.skife.config.ConfigurationObjectFactory;buildSimple(ArrayList<Callback>, Method, Config, Map<String,String>);a7953193ae2e296565ecee2809830b5abb3a3bb7;921;ioa;VTA;TRUE;TRUE;TRUE;TRUE;False
config-magic;org.skife.config.ConfigurationObjectFactory;buildParameterized(ArrayList<Callback>, Method, Config);a7953193ae2e296565ecee2809830b5abb3a3bb7;922;ioa;VTA;TRUE;TRUE;TRUE;TRUE;False
jdbi3;org.jdbi.jdbi3.Handle;query(String, Object);9f40c034b7d4b1a262f723ec81a630d1ebeb31bd;923;ioa;VTA;TRUE;TRUE;TRUE;TRUE;False
xml-avro;ly.stealth.xmlavro.SchemaBuilder;createRootRecordSchema(Map<Source,Schema>);0b17578deda5b3cf81a58e86016a82b34df1fbc3;924;ioa;VTA;TRUE;TRUE;TRUE;TRUE;False
xml-avro;ly.stealth.xmlavro.SchemaBuilder;createTypeSchema(XSTypeDefinition, boolean, boolean);4459180f2931d596524621a3b388e756cc4a22e9;926;ioa;VTA;TRUE;TRUE;TRUE;TRUE;False
xml-avro;ly.stealth.xmlavro.SchemaBuilder;static block;4cadd7d11f80af746499bcba731b0559642e621e;927;ioa;VTA;TRUE;TRUE;TRUE;TRUE;False
jaxb-xew-plugin;com.sun.tools.xjc.addon.xew.XmlElementWrapperPlugin;run(Outline, Options, ErrorHandler);fcf314fc820a9e81121de8fe9b2e56a526e5d58a;928;ioa;VTA;FALSE;FALSE;FALSE;FALSE;False
moquette;io.moquette.spi.impl.ProtocolProcessor;processSubscribe(Channel, SubscribeMessage);3085ee54d8ec8ff1fdce167c698af7064fc3052f;929;ioa;VTA;TRUE;TRUE;TRUE;TRUE;False
jaxb-xew-plugin;com.sun.tools.xjc.addon.xew.XmlElementWrapperPlugin;run(Outline, Options, ErrorHandler);f0aa9e2f6cd85f927c5a009c4ff95617c5d69fec;930;ioa;VTA;FALSE;FALSE;FALSE;FALSE;False
apgdiff;cz.startnet.utils.pgdiff.loader.PgDumpLoader;loadDatabaseSchema(InputStream, String, boolean, boolean, boolean);6184333a9bab436893e9d501b6cdba86b0c4b0c8;932;ioa;VTA;TRUE;TRUE;TRUE;TRUE;False
apgdiff;cz.startnet.utils.pgdiff.loader.PgDumpLoader;loadDatabaseSchema(InputStream, String, boolean, boolean);df3a67acdd167f1c2af1b52bb94e8580ce323e43;933;ioa;VTA;TRUE;TRUE;TRUE;TRUE;False
apgdiff;cz.startnet.utils.pgdiff.loader.PgDumpLoader;loadDatabaseSchema(String, String, boolean, boolean);df3a67acdd167f1c2af1b52bb94e8580ce323e43;934;ioa;VTA;TRUE;TRUE;TRUE;TRUE;False
apgdiff;cz.startnet.utils.pgdiff.schema.PgTrigger;getCreationSQL();0c34f6a3ff64209f8c1e41ee6fb4e22ada7adc39;935;ioa;VTA;FALSE;FALSE;FALSE;FALSE;False
apgdiff;cz.startnet.utils.pgdiff.schema.PgTable;PgTable(String);f8a63c5f0ad47c6bbb48220fffad3a1d0889bb3b;936;ioa;VTA;FALSE;FALSE;FALSE;FALSE;False
apgdiff;cz.startnet.utils.pgdiff.parsers.CreateTableParser;parse(PgDatabase, String);f8a63c5f0ad47c6bbb48220fffad3a1d0889bb3b;938;ioa;VTA;TRUE;TRUE;TRUE;TRUE;False
apgdiff;cz.startnet.utils.pgdiff.PgDiffViews;isViewModified(PgView, PgView);b7a925d5cb97bb0f5bf28e432599e28ff5d18d8a;939;ioa;VTA;TRUE;TRUE;TRUE;TRUE;False
apgdiff;cz.startnet.utils.pgdiff.PgDiff;updateSchemas(PrintWriter, PgDiffArguments, PgDatabase, PgDatabase);f5411ae844bff589367f10ab780062ef97dd8ca5;940;ioa;VTA;TRUE;TRUE;TRUE;TRUE;False
apgdiff;cz.startnet.utils.pgdiff.parsers.CreateIndexParser;parse(PgDatabase, String);bae5ff1ab1298dcf57b4b691e2cfbe6498201d05;941;ioa;VTA;TRUE;TRUE;TRUE;TRUE;False
apgdiff;cz.startnet.utils.pgdiff.PgDiffViews;dropViews(PrintWriter, PgSchema, PgSchema);969537124e1b37732eb6bf02926238ec18dc7c3e;942;ioa;VTA;FALSE;FALSE;FALSE;FALSE;False
apgdiff;cz.startnet.utils.pgdiff.loader.PgDumpLoader;loadDatabaseSchema(InputStream, String, boolean);969537124e1b37732eb6bf02926238ec18dc7c3e;943;ioa;VTA;TRUE;TRUE;TRUE;TRUE;False
apgdiff;cz.startnet.utils.pgdiff.PgDiffFunctions;dropFunctions(PrintWriter, PgDiffArguments, PgSchema, PgSchema);969537124e1b37732eb6bf02926238ec18dc7c3e;944;ioa;VTA;FALSE;FALSE;FALSE;FALSE;False
apgdiff;cz.startnet.utils.pgdiff.PgDiffTables;dropTables(PrintWriter, PgSchema, PgSchema);969537124e1b37732eb6bf02926238ec18dc7c3e;945;ioa;VTA;FALSE;FALSE;FALSE;FALSE;False
apgdiff;cz.startnet.utils.pgdiff.PgDiffSequences;alterSequences(PrintWriter, PgDiffArguments, PgSchema, PgSchema);969537124e1b37732eb6bf02926238ec18dc7c3e;946;ioa;VTA;FALSE;FALSE;FALSE;FALSE;False
vertx-docgen;io.vertx.docgen.BaseProcessor;process(Writer, PackageElement);9134f5b15fc02c05c55070e38e6d186817873f09;947;ioa;VTA;FALSE;FALSE;FALSE;FALSE;False
vertx-docgen;io.vertx.docgen.BaseProcessor;process(Writer, PackageElement);3f7283c63d19b9677b7987b626713c40e5f95b57;948;ioa;VTA;FALSE;FALSE;FALSE;FALSE;False
swagger-parser;io.swagger.v3.parser.processors.ExternalRefProcessor;processRefToExternalSchema(String, RefFormat);7f6eb9c7325565ab99c256cf99382df83fa567c5;949;ioa;VTA;FALSE;FALSE;FALSE;FALSE;False
swagger-parser;io.swagger.v3.parser.util.ResolverFully;resolveSchema(Schema);73715caa96ec4699d6ef99da54e59497c565e6b4;950;ioa;VTA;FALSE;FALSE;FALSE;FALSE;False
swagger-parser;io.swagger.v3.parser.util.ResolverFully;aggregateSchemaCombinators(ComposedSchema, Schema, List<Schema>, Set<Object>);4560c4b4a6f91502a24f4dd1cf226a34b60d70ad;951;ioa;VTA;FALSE;FALSE;FALSE;FALSE;False
swagger-parser;io.swagger.v3.parser.util.ResolverFully;resolveSchema(Schema);4560c4b4a6f91502a24f4dd1cf226a34b60d70ad;952;ioa;VTA;FALSE;FALSE;FALSE;FALSE;False
swagger-parser;io.swagger.v3.parser.util.ResolverFully;aggregateSchemaCombinators(ComposedSchema, Schema, List<Schema>, Set<Object>);d72bb1e68c122e30d52bbbee6c7174def15f8635;953;ioa;VTA;FALSE;FALSE;FALSE;FALSE;False
swagger-parser;io.swagger.v3.parser.util.ResolverFully;aggregateSchemaCombinators(ComposedSchema, Schema, List<Schema>, Set<Object>);8a75d44b26c37cb4a9e218ed24dbd3f4781edb2a;954;ioa;VTA;FALSE;FALSE;FALSE;FALSE;False
swagger-parser;io.swagger.v3.parser.util.OpenAPIDeserializer;getParameter(ObjectNode, String, ParseResult);1f1bd6618f2a71ffdc98d7b84a2ca6ad0e803460;955;ioa;VTA;FALSE;FALSE;FALSE;FALSE;False
swagger-parser;io.swagger.v3.parser.util.OpenAPIDeserializer;getSchema(ObjectNode, String, ParseResult);3313d11137f5707d9273dffa1ab23a77f4ef1a96;956;ioa;VTA;TRUE;TRUE;TRUE;TRUE;False
swagger-parser;io.swagger.v3.parser.processors.ParameterProcessor;processParameters(List<Parameter>);3b00f2990dbc8aa4f4bddeac1926c18f943dcec4;957;ioa;VTA;TRUE;TRUE;TRUE;TRUE;False
swagger-parser;io.swagger.v3.parser.converter.SwaggerConverter;convertOauth2SecurityScheme(SecuritySchemeDefinition);ab229821bf4d0e9ff33692ca8dd67794dbe95d88;958;ioa;VTA;FALSE;FALSE;FALSE;FALSE;False
swagger-parser;io.swagger.v3.parser.util.RefUtils;computeRefFormat(String);23dc3430c2fb8874afd0a88ffbaac16b1283dbeb;959;ioa;VTA;TRUE;TRUE;TRUE;TRUE;False
swagger-parser;io.swagger.v3.parser.converter.SwaggerConverter;convert(SwaggerDeserializationResult);23dc3430c2fb8874afd0a88ffbaac16b1283dbeb;960;ioa;VTA;FALSE;FALSE;FALSE;FALSE;False
swagger-parser;io.swagger.v3.parser.converter.SwaggerConverter;convert(io.swagger.models.Model);4296b62a157c462094cea9ae7e75ac2fea74a47e;961;ioa;VTA;FALSE;FALSE;FALSE;FALSE;False
swagger-parser;io.swagger.parser.processors.ExternalRefProcessor;processRefToExternalDefinition(String, RefFormat);9bd3910e741bbf9612deed248dfe61c51afa41b6;962;ioa;VTA;TRUE;TRUE;TRUE;TRUE;False
swagger-parser;io.swagger.parser.SwaggerCompatConverter;convert(ResourceListing, List<ApiDeclaration>);beeb999eea26cd9334a016bab9ee76915defa940;963;ioa;VTA;FALSE;FALSE;FALSE;FALSE;False
swagger-parser;io.swagger.parser.SwaggerCompatConverter;convertOperation(String, io.swagger.models.apideclaration.Operation);beeb999eea26cd9334a016bab9ee76915defa940;964;ioa;VTA;FALSE;FALSE;FALSE;FALSE;False
swagger-parser;io.swagger.parser.util.RemoteUrl;urlToString(String, List<AuthorizationValue>);c866c38ac62613d533cdb614ed305dcf6d14b2eb;965;ioa;VTA;FALSE;FALSE;FALSE;FALSE;False
jsonld-java;com.github.jsonldjava.core.Context;parse(Object, List<String>, boolean);a88eacf0a94efb50e0e81a1d3faab4a9638d3ff1;970;ioa;VTA;false-timeout;FALSE;TRUE;FALSE;True
gs-core;org.graphstream.ui.layout.springbox.implementations.SpringBoxNodeParticle;repulsionN2(Vector3);99ccebee6bc0cef9bd01204a5334ddcccfbb4d16;971;ioa;VTA;TRUE;TRUE;TRUE;TRUE;False
gs-core;org.graphstream.ui.layout.springbox.implementations.SpringBoxNodeParticle;recurseRepulsion(Cell, Vector3);99ccebee6bc0cef9bd01204a5334ddcccfbb4d16;972;ioa;VTA;TRUE;TRUE;TRUE;TRUE;False
gs-core;org.graphstream.ui.layout.springbox.implementations.SpringBoxNodeParticle;repulsionN2(Vector3);f54844786d269c3151cc7baf634bcd304b572081;973;ioa;VTA;FALSE;FALSE;FALSE;FALSE;False
gs-core;org.graphstream.ui.layout.springbox.implementations.SpringBoxNodeParticle;recurseRepulsion(Cell, Vector3);f54844786d269c3151cc7baf634bcd304b572081;974;ioa;VTA;FALSE;FALSE;FALSE;FALSE;False
documents4j;com.documents4j.builder.ConverterServerBuilder;build();8c6d50679c88443efe6c84b7c06821c8895b81d0;975;ioa;VTA;FALSE;FALSE;FALSE;FALSE;False
jsonld-java;com.github.jsonldjava.core.JsonLdProcessor;frame(Object, Object, JsonLdOptions);67ce1f47c7e559fb636cf7c5a1cd2d5950990156;976;ioa;VTA;TRUE;TRUE;TRUE;TRUE;False
omnisecurity;org.omnifaces.security.jaspic.factory.SamAutoRegistrationListener;contextInitialized(ServletContextEvent);709bf9a6157b4b5ff8defca103c94811a87c0c04;977;ioa;VTA;TRUE;TRUE;TRUE;TRUE;False
omnifaces;org.omnifaces.cdi.viewscope.ViewScopeManager;preDestroyView();712021203d8249563f2ce33fa8fd35b07586e877;978;ioa;VTA;FALSE;FALSE;FALSE;FALSE;False
burst;com.squareup.burst.BurstAndroid;explodeSuite(TestSuite, TestSuite);08629234e54b58a5477fe85f3cb7ddc115e343db;979;ioa;VTA;FALSE;FALSE;FALSE;FALSE;False
omnifaces;org.omnifaces.converter.GenericEnumConverter;getAsString(FacesContext, UIComponent, Object);8c849f95032fb15f97262e2ce77e3785c95806ae;980;ioa;VTA;FALSE;FALSE;FALSE;FALSE;False
